cow_id,day,milk_yield,is_sick
0,1,16.21152997785694,0
0,2,18.7998296743309,0
0,3,18.1651861609885,0
0,4,18.318311734599952,0
0,5,20.254650211656667,0
0,6,21.808775161466155,0
0,7,22.05900655259935,0
0,8,24.458652149767097,0
0,9,23.588165353049554,0
0,10,21.50132210379361,0
0,11,23.415742376486666,0
0,12,25.05222431403295,0
0,13,24.504618377281847,0
0,14,22.606358008978287,0
0,15,24.231265218086804,0
0,16,24.745716177240396,0
0,17,25.759067544479432,0
0,18,25.77133794373225,0
0,19,24.646362225162918,0
0,20,26.392099038365906,0
0,21,22.63964465487706,0
0,22,25.446234240528355,0
0,23,23.52809909164231,0
0,24,26.092855336355868,0
0,25,26.51190352920936,0
0,26,25.395047122811903,0
0,27,24.897564535020535,0
0,28,25.274978145449666,0
0,29,26.041015236246526,0
0,30,26.57896466334201,0
0,31,26.011797270168366,0
0,32,25.46102747264559,0
0,33,28.51300270384341,0
0,34,25.950156719140516,0
0,35,25.920706780975724,0
0,36,28.505865453799636,0
0,37,26.9441903151215,0
0,38,26.106022459194467,0
0,39,28.99637666828265,0
0,40,26.928379788666888,0
0,41,28.164928084517005,0
0,42,26.812237065614205,0
0,43,26.746094150494464,0
0,44,28.4264273557313,0
0,45,26.309929555339046,0
0,46,27.492056570409467,0
0,47,27.946693538705386,0
0,48,27.61109320741631,0
0,49,26.555486497142283,0
0,50,29.035741265375215,0
0,51,29.808160006926435,0
0,52,26.992691266243323,0
0,53,25.839634356269027,0
0,54,25.951859296759057,0
0,55,29.016599775280586,0
0,56,25.44819533130849,0
0,57,26.174045541589184,0
0,58,25.982300710120906,0
0,59,26.089419170066797,0
0,60,27.899225822079597,0
0,61,27.249689843925367,0
0,62,26.895979695108508,0
0,63,24.861090194374807,0
0,64,27.372676894307634,0
0,65,26.45559746707096,0
0,66,27.518343160482882,0
0,67,26.537695871143107,0
0,68,25.73480911768991,0
0,69,25.916964944894776,0
0,70,27.662339803251882,0
0,71,25.114197476848467,0
0,72,28.343260311124492,0
0,73,25.620375553019308,0
0,74,24.437469069541557,0
0,75,26.790628855272182,0
0,76,23.884183299113502,0
0,77,27.065052755643094,0
0,78,24.635976989506098,0
0,79,24.98729749028642,0
0,80,26.0349489118722,0
0,81,27.497865045480378,0
0,82,25.27330496950901,0
0,83,28.824160158160343,0
0,84,25.844210182153734,0
0,85,25.79864437074177,0
0,86,26.37716360675538,0
0,87,26.81577004001717,0
0,88,26.08575581513994,0
0,89,24.865450991618275,0
0,90,25.047843763825654,0
0,91,27.188318732175894,0
0,92,23.76284349261838,0
0,93,25.482512830590494,0
0,94,26.776039751228954,0
0,95,25.46219389186502,0
0,96,23.093104271586597,0
0,97,23.842340996006328,0
0,98,23.75014322949297,0
0,99,26.03058381376222,0
0,100,23.98372869389334,0
0,101,23.040551650461897,0
0,102,24.709656224662922,0
0,103,25.852484457297514,0
0,104,27.2127907385752,0
0,105,26.69416735673578,0
0,106,24.24119440042021,0
0,107,24.378061396696936,0
0,108,22.33393482961511,0
0,109,23.022291847286326,0
0,110,25.52906748256074,0
0,111,24.24390586834773,0
0,112,24.031305298340204,0
0,113,24.308252259248544,0
0,114,25.50795030598809,0
0,115,25.961531996762048,0
0,116,22.98381465484254,0
0,117,22.865279781644837,0
0,118,25.544006850338082,0
0,119,23.956173519728814,0
0,120,23.00648896307377,0
0,121,24.444449246941087,0
0,122,23.705705388721736,0
0,123,22.687725501335503,0
0,124,22.44735578051651,0
0,125,24.6458385456543,0
0,126,24.79273725717627,0
0,127,24.707220162762233,0
0,128,22.42490716496546,0
0,129,22.888903662160104,0
0,130,22.944337112859795,0
0,131,22.60295665987109,0
0,132,22.092156958629875,0
0,133,23.88244985820007,0
0,134,22.638054943006733,0
0,135,25.184667391649054,0
0,136,24.487151730088698,0
0,137,21.0770692042095,0
0,138,20.710502241726655,0
0,139,24.72474996588496,0
0,140,24.08868882234991,0
0,141,22.623718994754572,0
0,142,22.247532519517527,0
0,143,22.63484862738047,0
0,144,23.129566141723714,0
0,145,22.95123489325317,0
0,146,24.955324784127505,0
0,147,22.99727746336604,0
0,148,23.935787152142463,0
0,149,23.29412347795861,0
0,150,22.015228074920003,0
0,151,22.885651449494887,0
0,152,23.04333168495121,0
0,153,23.950803652857115,0
0,154,22.49737718417389,0
0,155,22.775682420605463,0
0,156,21.42245782286045,0
0,157,21.61642751414021,0
0,158,19.537646800227044,0
0,159,24.737807099964144,0
0,160,20.99723417655272,0
0,161,23.214834312762395,0
